Sand,Clay,Silt,pH,EC,N,,K,SoilType
21.0,17.0,61.0,7.11,66.2,5.1,22.1,380.8,Silt loam
76.0,4.0,20.0,6.14,7.07,1.8,40.3,49.0,Loamy sand
80.0,2.0,18.0,4.12,12.17,2.8,25.5,33.2,Loamy sand
77.0,3.0,20.0,3.99,8.0,2.0,33.1,14.1,Loamy sand
47.0,13.0,40.0,7.17,26.6,2.0,35.7,79.7,Loam
32.0,26.0,42.0,7.85,32.0,1.4,69.1,304.9,Loam
24.0,29.0,47.0,7.64,23.1,1.6,14.4,204.5,Clay loam
62.0,14.0,24.0,6.17,9.8,1.0,84.1,115.5,Loam
77.0,5.0,19.0,5.46,19.8,1.6,110.5,92.4,Loamy sand
33.0,20.0,47.0,7.67,32.3,1.4,10.1,135.4,Loam
17.0,26.0,57.0,6.39,69.2,4.2,32.6,149.8,Silt loam
21.0,25.0,54.0,7.46,37.6,2.4,74.5,349.5,Silt loam
33.0,17.0,50.0,6.03,9.22,2.1,22.6,113.3,Silt loam
39.0,16.0,45.0,5.76,12.82,2.3,18.7,58.4,Loam
41.0,9.0,50.0,6.24,189.1,26.3,45.5,149.5,Silt loam
19.0,20.0,62.0,5.19,32.7,6.6,19.7,143.1,Silt loam
30.0,26.0,45.0,7.19,13.4,2.2,28.7,150.8,Loam
55.0,7.0,38.0,5.93,38.4,3.8,11.8,34.6,Loam
46.0,16.0,38.0,4.77,11.07,1.5,8.8,50.9,Loam
29.0,11.0,61.0,7.27,86.1,6.8,23.8,52.7,Silt loam
12.0,31.0,57.0,5.28,6.52,2.1,6.8,45.9,Clay loam
38.0,11.0,51.0,4.99,48.9,3.9,19.4,70.6,Silt loam
18.0,23.0,59.0,7.0,16.67,3.7,10.6,68.3,Silt loam
15.0,32.0,53.0,7.85,28.2,2.2,87.6,224.9,Clay loam
27.0,29.0,44.0,5.75,12.49,2.2,32.6,96.9,Clay loam
83.0,3.0,15.0,3.8,7.08,2.2,8.5,27.7,Loamy sand
16.0,31.0,53.0,6.83,22.2,4.6,86.8,472.5,Clay loam
35.0,20.0,46.0,5.63,12.46,3.7,42.7,130.9,Loam
20.0,22.0,58.0,7.0,53.2,8.1,59.0,665.6,Silt loam
24.0,20.0,56.0,5.81,16.5,3.2,68.9,105.5,Silt loam
9.0,47.0,44.0,7.79,32.4,3.0,35.5,280.2,Silty clay
12.0,30.0,58.0,6.88,13.81,1.9,53.7,150.7,Clay loam
40.0,13.0,47.0,3.97,10.1,2.6,19.0,39.9,Loam
79.0,5.0,16.0,4.78,10.82,1.6,36.8,29.4,Loamy sand
57.0,13.0,30.0,5.27,12.81,1.2,15.1,56.4,Loam
43.0,20.0,37.0,7.31,12.88,1.5,7.1,69.8,Loam
40.0,14.0,46.0,6.15,39.6,3.3,24.7,62.5,Loam
37.0,17.0,46.0,7.67,20.9,2.3,13.8,85.3,Loam
24.0,13.0,63.0,7.16,38.9,12.4,45.0,275.8,Silt loam
41.0,9.0,49.0,6.65,63.1,21.2,30.0,151.6,Loam
51.0,11.0,37.0,6.49,14.8,2.3,93.1,199.7,Loam
36.0,23.0,41.0,7.17,11.88,1.8,10.9,97.8,Loam
62.0,6.0,32.0,3.82,33.5,13.6,42.1,188.5,Loam
45.0,17.0,38.0,5.15,4.88,1.6,4.2,49.5,Loam
41.0,15.0,44.0,3.76,17.24,2.7,15.7,49.6,Loam
46.0,9.0,45.0,5.11,51.3,18.3,36.7,117.6,Loam
41.0,17.0,41.0,7.15,9.8,1.4,12.9,67.7,Loam
56.0,7.0,37.0,6.41,18.28,2.8,10.6,35.0,Loam
40.0,11.0,49.0,6.83,10.52,1.6,7.6,60.0,Loam
51.0,17.0,33.0,5.95,7.15,1.6,8.0,119.3,Loam
54.0,11.0,34.0,7.11,14.2,1.4,18.4,165.0,Loam
37.0,9.0,54.0,7.24,54.1,3.3,12.9,61.0,Silt loam
38.0,11.0,50.0,4.41,10.6,2.4,6.7,40.2,Silt loam
33.0,19.0,48.0,7.36,68.8,6.5,11.3,176.4,Loam
30.0,16.0,54.0,7.21,43.9,3.9,6.7,58.5,Silt loam
50.0,6.0,44.0,6.69,207.0,19.6,41.8,133.3,Loam
60.0,6.0,33.0,6.54,186.4,16.8,42.0,132.7,Loam
39.0,17.0,44.0,7.38,35.2,4.2,178.7,218.2,Loam
30.0,20.0,49.0,5.27,88.1,9.0,18.9,82.4,Loam
39.0,9.0,52.0,7.41,65.3,3.4,14.2,26.7,Silt loam
39.0,20.0,41.0,6.34,13.1,1.4,22.0,58.9,Loam
28.0,16.0,57.0,5.39,27.4,3.9,9.6,56.8,Silt loam
15.0,35.0,49.0,5.22,9.15,2.5,0.0,171.1,Clay loam
44.0,14.0,42.0,7.07,69.2,4.6,49.2,220.4,Loam
27.0,19.0,54.0,4.62,7.9,3.2,6.1,49.8,Silt loam
29.0,11.0,60.0,4.36,49.5,5.1,13.8,65.1,Silt loam
26.0,14.0,60.0,7.16,80.5,6.1,25.2,53.3,Silt loam
10.0,36.0,54.0,6.68,20.5,4.0,5.6,160.8,Clay loam
40.0,23.0,38.0,7.59,30.1,2.1,106.9,297.3,Loam
69.0,13.0,18.0,7.3,11.75,0.8,43.6,130.3,Loam
24.0,31.0,45.0,7.26,12.13,2.1,36.3,158.3,Clay loam
33.0,12.0,55.0,4.07,35.3,5.7,16.9,82.8,Silt loam
27.0,16.0,57.0,5.89,19.94,11.1,14.2,192.9,Silt loam
19.0,23.0,58.0,7.04,23.0,5.5,24.2,67.7,Silt loam
32.0,13.0,55.0,7.13,103.2,8.0,16.0,113.3,Silt loam
18.0,32.0,49.0,6.94,14.7,1.8,39.6,155.1,Clay loam
13.0,38.0,50.0,4.84,12.5,1.6,0.0,156.3,Clay loam
8.0,34.0,58.0,5.76,41.3,4.6,6.2,132.2,Clay loam
17.0,32.0,52.0,4.55,32.9,4.4,5.4,98.5,Clay loam
21.0,14.0,65.0,7.1,133.7,15.6,15.6,97.0,Silt loam
12.0,33.0,55.0,6.34,46.5,6.5,4.5,213.3,Clay loam
17.0,14.0,69.0,6.74,70.5,7.4,13.3,61.3,Silt loam
30.0,21.0,50.0,7.66,34.0,2.7,52.2,193.9,Loam
34.0,9.0,57.0,7.28,58.4,5.5,9.6,44.4,Silt loam
24.0,20.0,56.0,7.72,29.6,3.7,54.1,257.1,Silt loam
42.0,14.0,44.0,4.85,46.6,4.4,15.0,114.2,Loam
15.0,36.0,49.0,6.64,16.11,6.3,14.0,570.4,Clay loam
18.0,31.0,51.0,8.05,13.06,1.1,0.0,129.1,Clay loam
20.0,27.0,53.0,7.89,21.9,1.5,22.0,53.0,Clay loam
19.0,22.0,59.0,6.91,89.4,6.2,8.7,98.4,Silt loam
10.0,36.0,55.0,7.77,29.0,2.0,18.2,209.6,Clay loam
7.0,43.0,50.0,7.89,30.9,1.5,6.7,156.6,Silty clay
29.0,18.0,53.0,7.28,66.4,3.8,61.9,220.3,Silt loam
47.0,10.0,43.0,7.61,36.7,2.1,0.0,14.2,Loam
15.0,18.0,67.0,5.43,41.4,7.9,16.1,130.2,Silt loam
34.0,12.0,54.0,5.74,49.4,7.1,16.6,411.5,Silt loam
45.0,13.0,42.0,4.24,36.8,3.8,16.8,126.7,Loam
15.0,37.0,49.0,7.99,19.03,0.9,0.0,237.1,Clay loam
48.0,8.0,45.0,5.56,65.2,6.2,13.7,301.4,Loam
62.0,7.0,30.0,6.13,9.57,1.2,5.9,84.5,Loam
19.0,20.0,61.0,5.72,36.9,5.5,6.1,468.3,Silt loam
42.0,14.0,44.0,5.16,13.45,1.6,4.8,258.6,Loam
64.0,8.0,28.0,5.63,16.68,1.6,4.6,218.6,Loam
83.0,6.0,11.0,7.02,8.02,1.2,34.7,64.3,Loamy sand
60.0,9.0,31.0,5.31,10.04,2.4,13.3,205.0,Loam
27.0,22.0,51.0,7.63,29.7,2.3,4.8,215.7,Silt loam
37.0,18.0,45.0,5.17,20.0,2.5,15.8,477.8,Loam
54.0,13.0,33.0,5.07,14.29,1.5,0.0,196.2,Loam
55.0,13.0,33.0,4.92,14.04,1.2,5.6,168.0,Loam
75.0,6.0,18.0,5.7,13.84,1.2,18.6,167.2,Loamy sand
42.0,17.0,41.0,5.23,15.88,2.2,12.1,203.3,Loam
28.0,23.0,49.0,5.52,22.0,2.5,24.0,414.7,Loam
53.0,12.0,36.0,5.14,38.8,2.2,19.7,337.6,Loam
50.0,11.0,39.0,5.77,39.8,3.1,22.3,246.3,Loam
53.0,9.0,38.0,5.63,33.5,4.6,6.4,187.0,Loam
58.0,10.0,32.0,7.56,20.2,1.7,24.0,161.2,Loam
20.0,21.0,59.0,5.06,47.3,7.2,8.4,558.9,Silt loam
39.0,23.0,38.0,6.89,11.15,2.2,6.1,268.7,Loam
23.0,38.0,38.0,7.74,19.47,2.0,50.8,414.2,Clay loam
26.0,27.0,46.0,7.26,25.8,4.0,15.7,587.6,Clay loam
32.0,38.0,30.0,7.84,23.4,1.4,45.5,827.6,Clay loam
40.0,25.0,35.0,8.03,20.2,1.1,23.2,226.9,Loam
79.0,4.0,18.0,6.58,5.08,0.4,3.8,127.8,Loamy sand
14.0,45.0,41.0,7.87,18.09,1.2,23.0,372.9,Silty clay
42.0,15.0,43.0,5.59,7.51,1.2,7.9,253.4,Loam
48.0,13.0,39.0,5.82,7.67,3.1,33.9,273.6,Loam
58.0,10.0,32.0,7.52,30.9,1.3,8.5,127.2,Loam
55.0,15.0,30.0,5.65,8.56,1.2,7.3,181.6,Loam
35.0,12.0,53.0,3.91,27.0,4.1,24.7,73.9,Silt loam
40.0,13.0,46.0,5.18,19.0,3.2,4.9,167.1,Loam
41.0,18.0,41.0,7.42,27.5,2.2,12.1,577.9,Loam
31.0,16.0,54.0,5.22,67.3,4.5,18.2,232.6,Silt loam
53.0,17.0,30.0,7.44,14.91,1.3,31.4,599.3,Loam
59.0,10.0,32.0,5.88,10.54,1.2,10.8,136.2,Loam
79.0,5.0,16.0,6.69,8.21,0.4,5.3,127.3,Loamy sand
69.0,7.0,24.0,6.33,7.63,0.8,16.8,86.4,Loam
45.0,15.0,40.0,5.54,9.57,1.3,8.8,172.3,Loam
52.0,11.0,37.0,6.01,8.56,2.6,33.2,331.2,Loam
32.0,15.0,53.0,5.74,6.91,0.6,0.0,36.8,Silt loam
57.0,6.0,37.0,4.07,36.3,3.7,19.4,42.8,Loam
60.0,5.0,35.0,6.45,44.5,3.0,9.6,48.4,Loam
59.0,6.0,35.0,4.57,16.24,1.0,7.3,35.4,Loam
38.0,8.0,55.0,7.08,55.7,3.2,10.5,29.3,Silt loam
48.0,10.0,42.0,4.63,39.2,3.0,48.5,72.8,Loam
85.0,2.0,13.0,6.03,17.38,1.4,48.4,142.6,Sand
53.0,14.0,33.0,4.69,7.62,1.8,7.1,113.5,Loam
46.0,13.0,41.0,4.9,9.31,1.7,6.2,44.1,Loam
43.0,9.0,48.0,7.25,36.8,1.7,9.8,75.8,Loam
59.0,7.0,34.0,5.51,36.6,4.0,10.1,211.2,Loam
22.0,23.0,54.0,7.73,22.5,2.3,0.0,44.4,Silt loam
46.0,11.0,43.0,4.59,19.02,1.5,17.0,71.9,Loam
60.0,8.0,33.0,7.58,32.5,1.4,3.8,50.6,Loam
25.0,14.0,61.0,7.12,64.8,4.4,43.7,211.7,Silt loam
46.0,9.0,45.0,6.4,81.2,3.4,26.6,131.5,Loam
39.0,9.0,52.0,4.64,11.21,1.7,7.3,46.9,Silt loam
56.0,7.0,37.0,5.64,36.0,2.9,44.3,124.9,Loam
16.0,38.0,46.0,7.75,14.08,1.6,8.3,187.9,Clay loam
12.0,32.0,56.0,7.56,16.65,2.0,4.2,195.8,Clay loam
42.0,15.0,43.0,5.56,43.7,2.4,39.4,205.2,Loam
32.0,19.0,49.0,5.0,7.67,4.4,13.8,141.2,Loam
34.0,9.0,57.0,6.61,34.7,2.5,8.1,212.3,Silt loam
15.0,28.0,57.0,6.3,43.7,2.7,41.3,114.2,Clay loam
34.0,20.0,45.0,5.62,16.9,4.4,8.5,235.7,Loam
26.0,23.0,51.0,4.37,36.4,2.4,14.5,59.0,Silt loam
21.0,29.0,49.0,4.71,29.9,2.7,24.4,154.3,Clay loam
32.0,12.0,56.0,4.18,35.6,5.0,27.6,56.2,Silt loam
45.0,8.0,47.0,4.53,84.3,6.3,86.1,180.8,Loam
39.0,9.0,52.0,4.37,32.9,4.1,30.9,111.0,Silt loam
38.0,12.0,50.0,4.02,27.2,4.4,24.1,62.9,Silt loam
90.0,1.0,9.0,7.28,21.0,0.6,4.7,24.2,Sand
47.0,7.0,45.0,4.04,73.9,7.1,50.5,141.9,Loam
35.0,22.0,43.0,5.51,70.3,2.8,139.2,478.0,Loam
36.0,17.0,47.0,7.41,34.4,2.1,7.1,103.7,Loam
20.0,23.0,57.0,5.09,24.5,3.0,8.2,79.0,Silt loam
15.0,21.0,64.0,5.26,34.4,2.6,8.8,80.6,Silt loam
32.0,13.0,55.0,4.23,74.3,4.8,38.9,94.0,Silt loam
21.0,15.0,65.0,5.05,93.0,7.5,42.5,46.5,Silt loam
39.0,12.0,49.0,6.89,75.1,4.7,55.3,362.7,Loam
39.0,15.0,46.0,4.51,16.05,0.7,10.7,33.4,Loam
37.0,15.0,48.0,4.75,16.11,1.8,16.8,94.8,Loam
37.0,15.0,49.0,4.63,64.1,4.9,32.6,223.8,Loam
33.0,19.0,47.0,7.3,41.3,3.1,72.7,81.9,Loam
12.0,38.0,50.0,8.0,15.06,1.3,0.0,248.7,Clay loam
11.0,31.0,57.0,7.7,29.9,2.0,7.1,266.9,Clay loam
60.0,9.0,31.0,6.78,18.55,1.3,7.7,474.3,Loam
52.0,14.0,34.0,7.27,33.4,2.0,129.3,1212.2,Loam
21.0,19.0,60.0,7.29,54.4,7.2,80.6,304.9,Silt loam
16.0,22.0,62.0,7.02,63.6,7.6,11.0,249.8,Silt loam
9.0,31.0,60.0,7.69,27.1,2.3,7.1,336.6,Clay loam
26.0,10.0,64.0,6.14,69.7,9.5,6.6,358.5,Silt loam
29.0,25.0,45.0,7.5,34.9,2.4,37.5,1097.2,Loam
28.0,19.0,53.0,6.16,11.99,3.6,5.4,271.9,Silt loam
21.0,32.0,48.0,5.74,25.4,3.4,8.1,375.4,Clay loam
34.0,20.0,46.0,5.7,36.1,2.9,7.1,175.4,Loam
12.0,47.0,40.0,7.98,16.72,1.3,6.3,521.3,Silty clay
18.0,22.0,61.0,6.3,83.1,6.8,16.8,511.0,Silt loam
22.0,23.0,55.0,5.88,18.92,3.3,6.3,333.1,Silt loam
22.0,18.0,60.0,5.91,110.2,8.9,26.0,1176.2,Silt loam
21.0,26.0,53.0,7.32,13.6,2.3,4.2,139.0,Silt loam
28.0,19.0,53.0,6.09,40.1,5.1,6.3,464.3,Silt loam
18.0,49.0,33.0,7.57,17.7,3.0,7.8,596.3,Clay
54.0,17.0,29.0,6.12,7.17,0.9,27.4,221.7,Loam
40.0,13.0,47.0,6.94,50.0,8.7,262.4,913.7,Loam
55.0,11.0,34.0,5.97,8.29,3.0,7.3,274.7,Loam
14.0,39.0,48.0,7.45,22.6,3.4,6.8,759.5,Clay loam
23.0,37.0,40.0,7.88,18.36,1.6,6.0,245.1,Clay loam
20.0,18.0,62.0,5.31,98.9,10.2,13.4,339.2,Silt loam
36.0,14.0,50.0,5.22,26.7,3.7,11.2,80.0,Silt loam
21.0,33.0,46.0,6.8,17.99,2.1,0.0,111.3,Clay loam
40.0,18.0,42.0,7.57,30.3,1.7,40.2,127.5,Loam
25.0,22.0,53.0,5.63,23.5,1.6,0.0,172.0,Silt loam
12.0,24.0,64.0,5.75,37.6,2.6,4.2,234.9,Silt loam
17.0,34.0,49.0,7.53,41.9,3.3,38.5,261.3,Clay loam
31.0,20.0,49.0,6.66,20.1,1.5,25.4,9873.7,Loam
35.0,18.0,47.0,6.34,19.99,1.1,0.0,108.1,Loam
34.0,29.0,37.0,7.53,22.1,1.2,50.3,1307.2,Clay loam
14.0,47.0,40.0,7.83,14.29,1.9,14.7,396.7,Clay
21.0,23.0,56.0,7.22,22.1,5.1,8.8,1297.7,Silt loam
13.0,25.0,61.0,7.48,38.5,4.3,7.2,305.5,Silt loam
4.0,37.0,59.0,7.95,19.8,1.2,0.0,173.0,Clay loam
13.0,38.0,49.0,7.98,17.43,1.3,6.2,145.0,Clay loam
31.0,32.0,38.0,7.81,26.2,2.1,7.2,1773.1,Clay loam
14.0,48.0,38.0,7.83,19.04,1.5,135.7,1426.0,Clay
11.0,49.0,40.0,7.85,14.72,1.5,26.2,1181.5,Silty clay
18.0,36.0,46.0,7.53,22.0,2.7,7.3,576.6,Clay loam
31.0,11.0,58.0,6.47,20.6,8.8,55.1,571.5,Silt loam
44.0,15.0,42.0,7.73,24.3,2.9,40.7,1354.2,Loam
27.0,16.0,58.0,6.93,35.7,5.3,7.1,486.3,Silt loam
13.0,30.0,58.0,7.58,17.36,2.4,10.0,203.2,Clay loam
14.0,40.0,46.0,6.84,13.97,3.2,8.4,100.2,Silty clay
33.0,24.0,43.0,7.73,13.98,1.1,5.7,494.5,Loam
25.0,20.0,54.0,7.36,32.7,5.9,16.8,344.9,Silt loam
17.0,28.0,56.0,6.85,28.1,5.6,15.6,260.0,Clay loam
22.0,28.0,50.0,7.15,24.5,5.5,12.7,165.1,Clay loam
25.0,25.0,50.0,7.24,64.4,4.8,55.0,377.7,Silt loam
19.0,30.0,51.0,7.05,24.2,5.8,33.0,794.0,Clay loam
23.0,19.0,58.0,6.57,46.1,13.4,44.1,236.9,Silt loam
21.0,17.0,62.0,6.5,33.2,13.7,21.8,289.3,Silt loam
17.0,32.0,51.0,6.95,22.1,7.0,12.1,145.1,Clay loam
51.0,18.0,30.0,6.44,9.83,2.3,11.7,414.1,Loam
16.0,26.0,58.0,7.35,34.2,8.9,18.5,347.9,Silt loam
59.0,8.0,33.0,4.69,50.6,7.9,24.3,581.3,Loam
9.0,57.0,35.0,7.66,124.0,1.2,5.5,184.9,Clay
24.0,39.0,37.0,7.55,30.6,1.2,13.1,496.5,Clay loam
12.0,35.0,53.0,7.35,57.4,5.4,36.6,867.0,Clay loam
28.0,22.0,50.0,6.84,21.0,5.3,18.3,613.6,Silt loam
64.0,6.0,30.0,6.79,7.99,3.9,8.1,158.6,Loam
72.0,6.0,22.0,6.58,10.06,2.5,12.1,288.9,Loamy sand
51.0,12.0,38.0,5.8,4.39,3.9,5.6,105.2,Loam
51.0,15.0,34.0,5.57,7.02,2.3,4.9,199.0,Loam
49.0,12.0,39.0,5.1,53.5,2.6,36.4,153.3,Loam
12.0,28.0,60.0,6.92,54.7,6.2,6.5,498.4,Clay loam
20.0,36.0,44.0,7.43,18.74,1.6,6.6,208.2,Clay loam
18.0,35.0,47.0,5.35,5.74,2.1,0.0,239.0,Clay loam
29.0,23.0,48.0,5.65,23.3,2.9,0.0,90.4,Loam
21.0,28.0,51.0,5.62,6.45,2.7,0.0,155.5,Clay loam
29.0,24.0,47.0,6.75,10.1,2.8,0.0,139.3,Loam
22.0,42.0,36.0,8.01,16.94,1.6,4.9,521.1,Clay
43.0,16.0,42.0,6.64,17.97,4.3,13.4,332.0,Loam
28.0,32.0,41.0,7.79,28.2,3.2,9.3,511.3,Clay loam
33.0,33.0,34.0,7.38,18.4,1.8,9.8,476.0,Clay loam
31.0,18.0,51.0,6.52,60.7,4.4,16.3,533.9,Silt loam
35.0,32.0,33.0,7.75,17.26,1.2,9.4,408.9,Clay loam
33.0,32.0,36.0,6.54,11.41,1.9,26.4,558.5,Clay loam
15.0,48.0,37.0,7.72,18.99,1.7,10.0,535.5,Clay
48.0,19.0,32.0,7.78,28.0,1.6,98.5,154.2,Loam
43.0,10.0,47.0,7.24,150.2,7.8,35.0,356.8,Loam
39.0,22.0,39.0,6.77,41.0,2.7,8.1,391.5,Loam
42.0,22.0,36.0,7.86,14.37,0.7,0.0,528.7,Loam
97.0,1.0,2.0,8.91,74.9,0.1,0.0,258.3,Sand
16.0,42.0,42.0,7.71,17.0,2.4,32.0,221.7,Silty clay
54.0,7.0,39.0,6.62,32.8,12.4,16.5,155.0,Loam
29.0,21.0,51.0,5.45,8.44,1.4,14.2,452.4,Silt loam
20.0,23.0,57.0,6.97,69.5,6.6,11.2,853.8,Silt loam
19.0,35.0,46.0,5.88,10.54,2.9,0.0,417.6,Clay loam
38.0,36.0,25.0,8.02,17.61,0.8,12.3,531.3,Sandy clay loam
51.0,14.0,35.0,6.08,14.21,1.3,5.5,68.8,Loam
6.0,54.0,40.0,7.32,12.43,1.6,4.9,380.4,Silty clay
67.0,6.0,27.0,5.47,12.84,1.1,25.4,204.5,Loam
13.0,42.0,45.0,7.78,17.0,1.3,9.5,472.4,Silty clay
24.0,15.0,61.0,4.84,45.2,4.3,10.5,74.4,Silt loam
44.0,6.0,50.0,6.02,23.3,1.6,4.3,37.8,Silt loam
46.0,10.0,44.0,4.36,14.95,1.8,25.2,85.9,Loam
28.0,13.0,58.0,7.05,119.4,6.5,92.0,220.9,Silt loam
36.0,9.0,55.0,5.88,28.8,7.0,5.4,251.8,Silt loam
58.0,16.0,26.0,7.72,15.73,1.6,22.5,324.7,Loam
29.0,15.0,56.0,5.0,8.68,3.6,5.6,67.3,Silt loam
7.0,60.0,33.0,7.95,19.17,1.6,9.2,495.4,Clay
15.0,36.0,50.0,7.68,27.4,2.6,5.9,353.6,Clay loam
10.0,53.0,37.0,7.79,18.93,2.0,3.9,250.9,Clay
15.0,45.0,40.0,7.7,27.3,2.0,30.1,916.3,Silty clay
6.0,47.0,47.0,8.23,16.56,0.8,6.8,314.5,Silty clay
12.0,37.0,52.0,7.03,21.1,5.5,10.5,396.0,Clay loam
14.0,37.0,49.0,7.62,18.5,1.9,4.7,228.6,Clay loam
26.0,34.0,40.0,7.52,20.5,2.7,4.7,487.1,Clay loam
26.0,26.0,48.0,7.6,23.4,2.0,34.9,731.0,Loam
41.0,10.0,49.0,6.67,40.5,2.8,9.3,55.3,Loam
34.0,15.0,51.0,5.42,14.68,7.9,11.7,192.0,Silt loam
11.0,32.0,57.0,7.6,27.3,2.0,12.1,264.8,Clay loam
53.0,9.0,38.0,4.65,20.6,3.5,24.4,68.3,Loam
39.0,11.0,49.0,6.34,9.19,2.0,6.9,23.9,Loam
25.0,20.0,55.0,6.93,31.7,9.2,22.9,463.1,Silt loam
12.0,16.0,72.0,6.42,60.5,11.4,14.6,168.1,Silt loam
46.0,17.0,37.0,4.72,15.04,1.6,7.8,98.3,Loam
11.0,30.0,60.0,7.04,24.0,3.1,3.5,102.8,Clay loam
15.0,42.0,44.0,7.0,13.5,1.7,5.7,197.3,Silty clay
50.0,26.0,24.0,6.9,24.9,1.1,45.0,488.3,Sandy loam
8.0,36.0,56.0,7.81,15.95,1.5,4.1,161.1,Clay loam
49.0,11.0,40.0,7.58,40.6,4.8,20.9,107.6,Loam
30.0,23.0,47.0,7.6,44.9,1.5,161.4,251.9,Loam
33.0,17.0,50.0,7.05,149.9,11.2,22.2,639.5,Silt loam
45.0,10.0,45.0,6.64,24.3,2.9,6.6,55.1,Loam
46.0,10.0,45.0,4.38,7.05,2.8,15.4,24.1,Loam
34.0,14.0,52.0,7.57,36.1,2.0,8.2,11.9,Silt loam
23.0,13.0,63.0,6.38,59.7,5.4,42.5,105.3,Silt loam
32.0,14.0,54.0,5.5,11.77,1.8,8.2,50.5,Silt loam
42.0,13.0,45.0,5.84,13.05,1.4,7.9,31.0,Loam
37.0,13.0,50.0,5.1,15.12,1.8,12.3,23.2,Silt loam
13.0,25.0,63.0,6.11,13.76,1.0,45.9,67.6,Silt loam
26.0,17.0,57.0,7.87,14.83,1.2,6.5,26.8,Silt loam
9.0,43.0,49.0,7.91,20.6,1.3,9.2,162.0,Silty clay
25.0,15.0,60.0,5.84,34.1,4.2,19.0,41.1,Silt loam
20.0,27.0,53.0,7.14,54.8,2.3,12.7,161.2,Clay loam
43.0,18.0,39.0,7.67,29.0,1.9,15.4,177.4,Loam
9.0,37.0,53.0,7.82,21.6,1.4,7.7,120.2,Clay loam
23.0,20.0,57.0,6.7,36.4,2.2,6.6,42.4,Silt loam
13.0,26.0,61.0,6.57,23.2,2.3,0.0,46.8,Silt loam
15.0,21.0,64.0,5.79,43.4,3.5,8.6,64.1,Silt loam
21.0,22.0,58.0,5.82,28.1,1.6,6.0,22.8,Silt loam
25.0,19.0,57.0,8.13,18.98,1.1,12.6,152.8,Silt loam
18.0,23.0,59.0,7.4,37.4,3.3,7.8,232.0,Silt loam
10.0,28.0,62.0,7.5,38.7,1.8,8.3,188.4,Clay loam
51.0,8.0,41.0,4.11,38.3,9.2,52.8,161.4,Loam
31.0,25.0,44.0,6.13,8.4,2.3,36.6,228.4,Loam
36.0,21.0,43.0,4.88,5.62,1.2,0.0,112.7,Loam
10.0,36.0,54.0,7.71,18.69,1.9,30.6,321.4,Clay loam
47.0,16.0,38.0,5.59,16.02,1.4,7.6,120.1,Loam
29.0,30.0,41.0,7.75,18.62,2.5,74.1,399.6,Clay loam
2.0,46.0,52.0,7.9,15.92,2.1,22.5,201.4,Silty clay
13.0,31.0,56.0,8.11,18.04,1.6,30.9,208.2,Clay loam
2.0,50.0,47.0,8.08,19.5,2.2,20.4,299.0,Silty clay
50.0,6.0,44.0,7.22,50.2,2.5,20.2,24.6,Loam
46.0,15.0,38.0,7.5,23.7,2.6,179.0,241.6,Loam
14.0,24.0,62.0,6.56,37.6,3.6,9.4,63.9,Silt loam
19.0,17.0,64.0,4.46,30.0,3.6,14.1,49.5,Silt loam
53.0,9.0,38.0,7.72,81.3,3.7,30.0,98.1,Loam
19.0,24.0,57.0,7.46,59.2,5.1,7.1,262.6,Silt loam
40.0,9.0,51.0,7.2,79.1,9.6,13.2,148.2,Silt loam
45.0,10.0,45.0,8.25,22.7,1.0,0.0,22.2,Loam
51.0,10.0,40.0,7.9,22.7,1.6,45.3,56.7,Loam
23.0,17.0,60.0,6.15,28.1,2.2,7.7,30.9,Silt loam
38.0,10.0,52.0,4.78,25.9,3.1,12.4,45.7,Silt loam
47.0,8.0,45.0,4.51,22.4,3.2,8.5,34.1,Loam
17.0,31.0,52.0,7.73,18.92,2.4,62.1,311.7,Clay loam
43.0,14.0,43.0,7.18,78.8,6.1,14.8,88.5,Loam
11.0,33.0,56.0,6.36,89.2,6.2,9.0,368.2,Clay loam
22.0,20.0,58.0,6.92,132.3,7.9,10.6,228.9,Silt loam
54.0,5.0,40.0,4.53,137.7,20.5,167.1,439.4,Loam
17.0,17.0,66.0,7.22,94.6,5.5,9.5,49.7,Silt loam
18.0,22.0,60.0,7.03,67.4,4.1,10.0,230.8,Silt loam
30.0,20.0,50.0,7.45,52.8,3.5,115.1,528.0,Silt loam
55.0,6.0,40.0,4.79,405.0,23.6,165.2,575.6,Loam
12.0,37.0,51.0,7.71,35.1,1.9,28.0,226.7,Clay loam
51.0,18.0,31.0,7.45,32.5,1.7,50.0,245.2,Loam
15.0,28.0,57.0,7.82,32.1,1.6,6.8,94.2,Clay loam
14.0,27.0,59.0,4.68,84.7,5.2,13.5,168.1,Clay loam
47.0,16.0,38.0,7.4,58.1,3.2,10.3,109.2,Loam
26.0,15.0,59.0,7.24,58.8,4.4,8.6,53.3,Silt loam
6.0,23.0,71.0,4.9,34.3,5.3,9.1,57.9,Silt loam
34.0,18.0,47.0,8.18,21.4,1.2,21.6,59.3,Loam
42.0,12.0,46.0,7.65,54.0,2.4,7.1,57.5,Loam
33.0,12.0,55.0,7.28,54.6,3.3,11.3,84.5,Silt loam
40.0,9.0,51.0,7.37,20.2,1.5,69.4,300.2,Silt loam
51.0,9.0,40.0,6.28,126.9,10.5,47.7,348.3,Loam
36.0,17.0,46.0,7.46,67.4,2.6,76.4,380.0,Loam
